text,label
BUT?!,unclear
My sunglasses is on the drawer,save
Let me think,unclear
boss's number is 78901410,save
Give me the Spotify PIN,search
REMOVE ALL RECURRING REMINDERS FOR ME,cancel_all
can you clear all my reminders,cancel_all
What time is the deadline?,search
Yes.,unclear
I want to i want to remove all reminders,cancel_all
stop the reminder to drink water,cancel_specific
Where did I leave my ID card?,search
WELL.,unclear
My brother's address is 43216631,save
test!,unclear
Search headphones,search
Every 3 mins water the plants,reminder
Am I supposed to call Emma?,search
Do I have sunglasses?,search
CAN,unclear
My birthday is 13574202,save
After 10 min remind me to eat breakfast,reminder
please delete lunch reminder,cancel_specific
I need to find my wallet,search
I'd like to stop the water reminder,cancel_specific
Every 5 hours remind me to sleep,reminder
call mom reminder every 3 min,reminder
Remind me to eat lunch after 2 minutes,reminder
stop stretch reminder,cancel_specific
What's the PIN for WiFi?,search
Can you find my earphones?,search
could you I want to delete all reminders for me,cancel_all
I WANT TO TURN OFF ALL ACTIVE REMINDERS FOR ME,cancel_all
Look for my charger,search
hiya!,unclear
What is friend's address?,search
turn off the breakfast reminder,cancel_specific
Show me where my medicine is,search
Give me my Facebook password,search
could you I want to turn off all reminders right now,cancel_all
Could you please turn off all my reminders now,cancel_all
What time is the class?,search
I put my power bank in the shelf,save
stop my rent reminder,cancel_specific
What's GPay password?,search
Remind me to take a break after 2 mins,reminder
cancel dinner reminder,cancel_specific
Get my TV remote location,search
My.,unclear
Locate my headphones,search
AND THEN?!,unclear
Where's the mouse?,search
What's the PIN for laptop?,search
HMMMM!,unclear
Reminder in 45 hr to call mom,reminder
COULD YOU CAN YOU CANCEL ALL MY REMINDERS PLEASE,cancel_all
I have put my debit card in the front pocket,save
I'd like to remove the exercise reminder,cancel_specific
Uh huh.,unclear
Is there any info on wallet?,search
HMM OKAY.,unclear
The garage password is password123,save
Every 45 hr remind me to wake up,reminder
quickly delete all reminders,cancel_all
I kept my tablet in the bathroom,save
The call is at 2pm,save
stop reminding me about water,cancel_specific
Set alarm for 4pm to clean room,reminder
Recall where I put my watch,search
Where did I put my ID card?,search
blah?,unclear
can you I want to turn off all reminders please,cancel_all
I have put my tablet in the garage,save
My water bottle is on the kitchen,save
cancel that walk reminder,cancel_specific
In 3 hour remind me to sleep,reminder
I'd like to stop the grocery reminder,cancel_specific
I NEED TO STOP ALL OF THEM IMMEDIATELY,cancel_all
Quickly just stop all reminders please,cancel_all
I no longer need the stretch reminder,cancel_specific
please i want to remove all my reminders,cancel_all
Remind me to stand up at 1pm,reminder
I'd like to remove the medicine reminder,cancel_specific
JUST GET RID OF ALL MY REMINDERS,cancel_all
I WANT ALL REMINDERS GONE,cancel_all
just i want to clear all my reminders now,cancel_all
I want to delete the reading reminder,cancel_specific
My deadline is on Friday,save
Help me find my medicine,search
stop that walk reminder,cancel_specific
remove the walk reminder,cancel_specific
At 3pm remind me to clean room,reminder
Stop all the reminders right now,cancel_all
please cancel every reminder for me,cancel_all
My address is 13571657,save
Recurring reminder every 3 hours to do laundry,reminder
colleague owes me 100,save
remove reading reminder,cancel_specific
Remember that exam is at 2pm,save
Where have I put my bag?,search
can you I want to remove all my reminders right now,cancel_all
remove my posture reminder,cancel_specific
Hi!,unclear
Is there any info on charger?,search
Reminder in 3 hr to exercise,reminder
Is there any info on notebook?,search
My number is 12341424,save
just clear every reminder immediately,cancel_all
brother's phone number is 55559202,save
please delete gym reminder,cancel_specific
Tell me where my umbrella is,search
I lent 100 to mom,save
perfect?,unclear
Remind me every 30 minute to go to gym,reminder
Reminder at 3pm to drink water,reminder
OHH,unclear
Do you have info about book?,search
right?!,unclear
remove that lunch reminder,cancel_specific
PIN for bank is 2468,save
skip.,unclear
At 6am remind me to take vitamins,reminder
please delete medicine reminder,cancel_specific
Where are the debit card?,search
perfect,unclear
My Netflix PIN is 1357,save
Look for my phone,search
Did I save glasses?,search
remove my breakfast reminder,cancel_specific
Omg,unclear
just I want to delete all reminders right now,cancel_all
can you I want to delete all my reminders right now,cancel_all
JUST CANCEL ALL MY REMINDERS RIGHT NOW,cancel_all
CAN YOU STOP ALL SCHEDULED REMINDERS FOR ME,cancel_all
Remember that appointment is next week,save
I want to delete all alarms please,cancel_all
call mom reminder,reminder
Where are the water bottle?,search
eat lunch reminder every 30 hour,reminder
delete that hourly reminder,cancel_specific
iPad is in the desk,save
I kept my sunglasses in the lot B,save
Idk.,unclear
help?,unclear
could you I want to turn off all reminders immediately,cancel_all
Give me the laptop PIN,search
good morning?,unclear
read reminder every 30 minute,reminder
Remind me at 6pm to attend meeting,reminder
can you clear all active reminders immediately,cancel_all
PLEASE DELETE EVERYTHING RIGHT NOW,cancel_all
What is the Instagram password?,search
quickly please clear all reminders right now,cancel_all
My flight is at 9am,save
Is there any info on headphones?,search
Set a reminder to wake up,reminder
Remind me every 10 hour to eat dinner,reminder
Remind me to drink water at 7am,reminder
Put!,unclear
i need to turn off all of them now,cancel_all
i need to remove everything now,cancel_all
LA LA LA!,unclear
My birthday is 13574390,save
pass,unclear
Have I saved anything about umbrella?,search
My address is 24685192,save
Can you turn off all active reminders immediately,cancel_all
Have I saved anything about tablet?,search
I have put my jacket in the bottom drawer,save
John owes me 2000,save
Wake me at 5pm,reminder
Test?,unclear
Remind me to call mom,reminder
no more workout reminder,cancel_specific
One sec,unclear
like?.,unclear
Can you find my keys?,search
can you cancel all alarms immediately,cancel_all
Uhh?,unclear
JUST CLEAR ALL OF THEM RIGHT NOW,cancel_all
Just wondering,unclear
Just delete all the reminders right now,cancel_all
My interview is next week,save
Oops!,unclear
I left my earphones on the rack,save
Repeat reminder to pay bills every 30 minute,reminder
stop my reminder to exercise,cancel_specific
Where did I put my water bottle?,search
What was the door password?,search
Help me find my bike keys,search
Where did I store my backpack?,search
Wake me at 5am,reminder
don't remind me about medicine anymore,cancel_specific
Not sure?,unclear
I'd like to remove the reading reminder,cancel_specific
In 20 hour remind me to charge phone,reminder
What is the safe password?,search
hmm?,unclear
THANK YOU.,unclear
cancel my dinner reminder,cancel_specific
One sec.,unclear
I'd like to remove the walk reminder,cancel_specific
QUICKLY END ALL REMINDERS,cancel_all
can you I want to stop all reminders immediately,cancel_all
Just delete all reminders please,cancel_all
Where is my medicine?,search
Where is the TV remote?,search
The email password is abc123,save
no need for hourly reminder,cancel_specific
can you can you remove all my reminders,cancel_all
please remove hydration reminder,cancel_specific
can you remove the workout reminder,cancel_specific
I kept my bike keys in the bottom drawer,save
Where are the headphones?,search
Where did I put my glasses?,search
TEST.,unclear
can you remove the posture reminder,cancel_specific
After 30 minute remind me to do laundry,reminder
Can you delete all the reminders right now,cancel_all
Remind me to stretch every 45 hours,reminder
mom's address is 55559252,save
JUST WONDERING.,unclear
Look up charger,search
Recall where I put my mouse,search
HOW?!,unclear
i need to just turn off all my reminders for me,cancel_all
Just delete all my reminders please,cancel_all
Could you i want to delete all my reminders right now,cancel_all
My Facebook PIN is 5555,save
Remind me to feed the pet at 7am,reminder
WHAT NOW?!,unclear
cancel the reminder to exercise,cancel_specific
Remind me to attend meeting every 45 min,reminder
I want to just turn off all reminders right now,cancel_all
uh!,unclear
hold on?,unclear
sister's anniversary is 43214268,save
omg.,unclear
can you remove the rent reminder,cancel_specific
laptop PIN is 9876,save
quickly stop all pending reminders,cancel_all
Find my wallet,search
Where's my phone?,search
Where did I put my bag?,search
I owe colleague 500 rupees,save
What's Google password?,search
Did I put credit card somewhere?,search
Did I save bike keys?,search
Where can I find my wallet?,search
could you just stop all my reminders please,cancel_all
cancel the wake up reminder,cancel_specific
bank password is test1234,save
do laundry every 45 mins,reminder
Repeat reminder to read every 20 hour,reminder
PLEASE PLEASE STOP ALL REMINDERS RIGHT NOW,cancel_all
I want to delete the email reminder,cancel_specific
CAN YOU CANCEL ALL ALERTS,cancel_all
no need for hydration reminder,cancel_specific
WOW?,unclear
Good evening!,unclear
Recurring reminder every 20 hour to charge phone,reminder
bbb,unclear
please delete reading reminder,cancel_specific
stop the reminder to eat lunch,cancel_specific
What's the Google password?,search
uh huh.,unclear
TURN OFF ALL MY REMINDERS FOR ME,cancel_all
My medicine is in the shelf,save
hmm okay.,unclear
Where are my medicine?,search
HOW?,unclear
NICE.,unclear
Tell me about jacket,search
Where are the credit card?,search
please cancel all of them right now,cancel_all
turn off the posture reminder,cancel_specific
Hmm!,unclear
turn off the study reminder,cancel_specific
I stored my purse in the top shelf,save
Wake me at 1pm,reminder
I want to delete all alarms for me,cancel_all
Just cancel all scheduled reminders right now,cancel_all
JUST DELETE EVERY REMINDER FOR ME,cancel_all
Fine?,unclear
aha,unclear
Sarah owes me 5000,save
please cancel vitamins reminder,cancel_specific
The class is at 5pm,save
please stop email reminder,cancel_specific
Thank you?,unclear
Look for my wallet,search
I'd like to stop the hydration reminder,cancel_specific
Recurring reminder every 15 hrs to drink water,reminder
remove my gym reminder,cancel_specific
cancel that daily reminder,cancel_specific
Give me my YouTube password,search
Do I have any deadline today?,search
remove the reminder to drink water,cancel_specific
Look up car keys,search
Give me the Paytm PIN,search
I kept my water bottle in the bag,save
Do you have info about laptop?,search
boss's phone number is 78909310,save
I need to cancel all of them please,cancel_all
Where did I keep my camera?,search
remove my reminder to pay bills,cancel_specific
Give me the ATM PIN,search
remove the stretch reminder,cancel_specific
Can you remove all alerts now,cancel_all
UHH?,unclear
Can you remove every reminder,cancel_all
My iPad is on the living room,save
LET ME THINK.,unclear
I put my umbrella in the safe,save
please delete yoga reminder,cancel_specific
Did I save charger?,search
Wait,unclear
Remind me to stretch please,reminder
Password for Netflix is admin123,save
please stop posture reminder,cancel_specific
My glasses is where?,search
Remind me at 7pm to do laundry,reminder
Can you find my cable?,search
stretch at 7am,reminder
Reminder in 20 mins to walk around,reminder
Recall where I put my documents,search
sister's phone number is 55559379,save
CAN YOU CAN YOU REMOVE ALL REMINDERS RIGHT NOW,cancel_all
Keys!,unclear
Locate my glasses,search
Recurring reminder every 1 min to take medicine,reminder
please cancel all notifications,cancel_all
I lent 2000 to friend,save
I'd like to stop the meditation reminder,cancel_specific
I borrowed the jacket from mom,save
UHH!,unclear
Recurring reminder every 2 min to practice yoga,reminder
Be?,unclear
remove yoga reminder,cancel_specific
CAN YOU CLEAR ALL OF THEM NOW,cancel_all
Huh?!,unclear
Recurring reminder every 2 mins to eat dinner,reminder
Ummm!,unclear
stop the exercise reminder,cancel_specific
Thanks!,unclear
Look for my notebook,search
call dad reminder,reminder
Where's my headphones?,search
cancel the reminder to stretch,cancel_specific
like??,unclear
COULD YOU STOP ALL THE REMINDERS FOR ME,cancel_all
Find where I put my car keys,search
Where did I put my car keys?,search
I borrowed the umbrella from Emma,save
Where's the bike keys?,search
Remind me to exercise after 20 hr,reminder
doctor's number is 24685693,save
My boss's number is 24682886,save
My umbrella is where?,search
Clear all scheduled reminders,cancel_all
Set alarm for 7am,reminder
Tell me my PhonePe password,search
i don't know,unclear
My headphones is in the hook,save
Just i want all reminders gone immediately,cancel_all
stand up every 30 minutes,reminder
deactivate medicine reminder,cancel_specific
!!!,unclear
Where are the wallet?,search
I put my medicine in the kitchen,save
deactivate dinner reminder,cancel_specific
My address is 13578994,save
I owe friend 1000 rupees,save
Mike owes me 500,save
Do I have iPad?,search
please cancel break reminder,cancel_specific
Search for laptop,search
Remember where my headphones is?,search
Help,unclear
COULD YOU JUST TURN OFF ALL MY REMINDERS FOR ME,cancel_all
K,unclear
Yup.,unclear
JUST TURN OFF ALL THE REMINDERS NOW,cancel_all
I have put my TV remote in the car,save
I need to remove all alerts now,cancel_all
Let me think?,unclear
locker PIN is 7890,save
I lent 5000 to Sarah,save
Just delete all pending reminders,cancel_all
SO WHAT?,unclear
colleague's anniversary is 12341323,save
keys.,unclear
Did I put documents somewhere?,search
can you turn off every single reminder right now,cancel_all
Reminder at 5pm to exercise,reminder
My ID card is in the locker,save
I don't want the call reminder anymore,cancel_specific
don't remind me about break anymore,cancel_specific
Please turn off every single reminder immediately,cancel_all
Where did I put my watch?,search
Get my sunglasses location,search
Get my remote location,search
Just i want to remove all reminders please,cancel_all
Where's my camera?,search
Blah!,unclear
I no longer need the vitamins reminder,cancel_specific
do laundry at 5am,reminder
Tell me about wallet,search
I want to remove the wake up reminder,cancel_specific
can you delete the gym reminder,cancel_specific
to,unclear
THANK YOU?,unclear
I NEED TO ERASE ALL REMINDERS NOW,cancel_all
Remind me every 2 minute to stretch,reminder
Remind me to buy groceries please,reminder
friend has my keys,save
pay bills in 5 hr,reminder
turn off the dinner reminder,cancel_specific
Every 60 hours wake up,reminder
Remind me to exercise in 30 minute,reminder
Really?!,unclear
Reminder to drink water,reminder
What is my Google password?,search
Did I note where my car keys is?,search
After 10 mins remind me to clean room,reminder
turn off my wake up reminder,cancel_specific
delete walk reminder,cancel_specific
Help me find my TV remote,search
mhm!,unclear
i want to clear all scheduled reminders for me,cancel_all
meditate every 5 mins,reminder
Look up debit card,search
disable evening reminder,cancel_specific
I kept my purse in the living room,save
My neighbor's phone number is 13574506,save
stop my meditation reminder,cancel_specific
JUST PLEASE TURN OFF ALL MY REMINDERS PLEASE,cancel_all
I lent 1000 to John,save
I need a reminder to pay bills,reminder
Create a reminder to walk around,reminder
30 minutes reminder to go to gym,reminder
stop the vitamins reminder,cancel_specific
Reminder to call dad,reminder
Tell me where my credit card is,search
Tell me my safe password,search
can you just cancel all my reminders now,cancel_all
CAN YOU PLEASE DELETE ALL REMINDERS NOW,cancel_all
cancel the meeting reminder,cancel_specific
email PIN is 1234,save
blah!,unclear
Just remove every single reminder please,cancel_all
Aaa.,unclear
hold on.,unclear
Where is my phone?,search
Note that appointment is at 5pm,save
Where is the debit card?,search
I no longer need the reading reminder,cancel_specific
I don't need the meditation reminder,cancel_specific
turn off my medicine reminder,cancel_specific
Don't forget flight is next week,save
I WANT TO CAN YOU STOP ALL MY REMINDERS,cancel_all
call mom in 5 hours,reminder
I borrowed 500 from dad,save
Remind me to water the plants every 1 minute,reminder
please stop all reminders,cancel_all
eat lunch in 15 minute,reminder
Locate my umbrella,search
door password is secret456,save
Did I return the charger?,search
My friend's anniversary is 78901244,save
PIN for garage is 2468,save
I parked my keyboard in safe,save
JUST WONDERING!,unclear
I kept my bag in the wardrobe,save
Please delete all notifications immediately,cancel_all
The keyboard is in the bottom drawer,save
WHAT'S UP?,unclear
so??,unclear
Does Emma owe me money?,search
Remind me at 4pm to clean room,reminder
Yup!,unclear
Alright,unclear
GREAT.,unclear
Alarm at 2pm,reminder
I have appointment on Friday,save
mom owes me 2000,save
delete the reading reminder,cancel_specific
disable break reminder,cancel_specific
Where did I keep my bag?,search
Recurring reminder every 2 minutes to go to gym,reminder
Set alarm for 7pm to water the plants,reminder
CAN YOU CAN YOU DELETE ALL REMINDERS PLEASE,cancel_all
go to gym reminder every 60 hr,reminder
sleep at 5am,reminder
Where did I leave my tablet?,search
garage password is qwerty,save
PIN for GPay is 7890,save
Perfect!,unclear
I want to remove the walk reminder,cancel_specific
could you can you cancel all my reminders for me,cancel_all
Remind me to call mom every 15 mins,reminder
please delete wake up reminder,cancel_specific
My iPad is where?,search
eat breakfast after 5 hour,reminder
please remove call reminder,cancel_specific
Where are the jacket?,search
I stored my notebook in the box,save
office WiFi password is password123,save
After 15 hr remind me to go to gym,reminder
Quickly turn off every reminder for me,cancel_all
stop study reminder,cancel_specific
just just delete all reminders now,cancel_all
could you delete all reminders right now,cancel_all
cancel posture reminder,cancel_specific
My friend's anniversary is 24685605,save
remove hourly reminder,cancel_specific
At 4pm remind me to feed the pet,reminder
???,unclear
disable water reminder,cancel_specific
I NEED TO PLEASE TURN OFF ALL REMINDERS FOR ME,cancel_all
Find my keys,search
I kept my charger in the office,save
My brother's anniversary is 55558743,save
What was the PhonePe password?,search
Show me my garage password,search
Set alarm for 7pm to practice yoga,reminder
I WANT TO CANCEL EVERY SINGLE REMINDER RIGHT NOW,cancel_all
Help me find my earphones,search
Note that class is at 9am,save
COULD YOU CLEAR ALL THE REMINDERS FOR ME,cancel_all
please remove break reminder,cancel_specific
Remind me to call mom every 5 hour,reminder
Password for garage is secret456,save
delete that water reminder,cancel_specific
My birthday is 98768204,save
My mom's number is 78907642,save
turn off the lunch reminder,cancel_specific
Quickly delete everything,cancel_all
please delete breakfast reminder,cancel_specific
Did I return the glasses?,search
Tell me my Amazon password,search
Show me where my camera is,search
My colleague's number is 24681674,save
can you remove the stretch reminder,cancel_specific
yup!,unclear
The safe password is abc123,save
I want to cancel all recurring reminders right now,cancel_all
Search for medicine,search
I need to stop all my reminders immediately,cancel_all
then?!,unclear
Be.,unclear
After 10 hour remind me to exercise,reminder
call dad every 10 mins,reminder
I want to delete the call reminder,cancel_specific
Where did I place my backpack?,search
WHY?,unclear
Remind me to take a break at 12pm,reminder
Have I saved anything about cable?,search
I WANT TO JUST CLEAR ALL REMINDERS RIGHT NOW,cancel_all
remove every reminder,cancel_all
Remind me every 15 mins to wake up,reminder
I need to turn off all the reminders now,cancel_all
Remember that interview is at 2pm,save
Go,unclear
Find where I put my water bottle,search
My anniversary is 13572769,save
Find the bag,search
cancel that vitamins reminder,cancel_specific
can you remove the vitamins reminder,cancel_specific
be.,unclear
Look for my house keys,search
Remind me to stretch after 20 hours,reminder
delete that posture reminder,cancel_specific
My brother's number is 98762894,save
My call is at 9am,save
The code for Google is abc123,save
I want to just remove all reminders now,cancel_all
I'd like to delete the bills reminder,cancel_specific
Locate my charger,search
so,unclear
Could you can you stop all my reminders,cancel_all
My meeting is at 5pm,save
Where did I keep my wallet?,search
At 7am remind me to call mom,reminder
Tell me where my notebook is,search
My address is 24682938,save
quickly just delete all reminders please,cancel_all
I left my glasses on the pocket,save
Tell me about documents,search
can you cancel the call reminder,cancel_specific
Set alarm for 5pm to sleep,reminder
watch is in the cabinet,save
Amazon password is secret456,save
In 20 hours remind me to water the plants,reminder
I NEED TO DELETE ALL ACTIVE REMINDERS NOW,cancel_all
I'd like to stop the rent reminder,cancel_specific
The weather is nice?,unclear
disable dinner reminder,cancel_specific
MHM?,unclear
MEH.,unclear
NO?,unclear
I have put my house keys in the shelf,save
I put my headphones in the wardrobe,save
Tell me my door password,search
colleague owes me 1000,save
Did I return the phone?,search
cancel my hourly reminder,cancel_specific
just delete every single reminder now,cancel_all
Don't let me forget to check email,reminder
I want to stop the call reminder,cancel_specific
Cool,unclear
After 45 min remind me to clean room,reminder
My neighbor's number is 78906741,save
I have put my debit card in the rack,save
After 15 minute remind me to eat breakfast,reminder
could you stop all the reminders now,cancel_all
Does friend owe me money?,search
The code for Google is pass@123,save
My notebook is where?,search
Did I put iPad somewhere?,search
Reminder to take a break,reminder
Uh huh!,unclear
After 5 mins remind me to eat dinner,reminder
PIN for garage is 5555,save
PLEASE I WANT TO TURN OFF ALL MY REMINDERS PLEASE,cancel_all
I have deadline at 10am,save
A.,unclear
What's the PIN for email?,search
In 3 min remind me to drink water,reminder
WOW,unclear
Where is the keyboard?,search
Give me my ATM password,search
set?,unclear
call mom every 2 mins,reminder
wake up after 15 hours,reminder
cancel all my reminders,cancel_all
Well.,unclear
I need to clear all active reminders,cancel_all
Please find my passport,search
Get my headphones location,search
turn off the morning reminder,cancel_specific
Show me where my charger is,search
My anniversary is 24689247,save
Repeat reminder to study every 15 hours,reminder
Do you know where my watch is?,search
idk?,unclear
My locker password is test1234,save
Create a reminder to take medicine,reminder
delete meeting reminder,cancel_specific
Remind me to eat lunch every 30 hrs,reminder
Did I return the book?,search
My Paytm PIN is 0000,save
Password for Instagram is qwerty,save
My mom's birthday is 24688490,save
Good morning.,unclear
dad has my camera,save
disable hydration reminder,cancel_specific
Did I take my medicine?,search
UMMM!,unclear
Let me think.,unclear
Look up water bottle,search
SO??,unclear
GO?,unclear
Look up passport,search
Tell me about phone,search
QUICKLY JUST TURN OFF ALL MY REMINDERS NOW,cancel_all
dad's birthday is 55552152,save
I want to cancel the posture reminder,cancel_specific
Set alarm for 7pm,reminder
take medicine reminder,reminder
i want to just delete all reminders for me,cancel_all
i need to delete all alerts please,cancel_all
Remind me to check email every 5 minute,reminder
Did I return the credit card?,search
cancel that dinner reminder,cancel_specific
What's locker password?,search
What is colleague's phone number?,search
stop my medicine reminder,cancel_specific
Where's my backpack?,search
My backpack is on the cupboard,save
My anniversary is 78909874,save
uh huh?,unclear
I left my earphones on the wardrobe,save
I want to stop all reminders right now,cancel_all
Remind me to clean room every 5 hour,reminder
Just remove every single reminder for me,cancel_all
Search for bag,search
i want to remove all recurring reminders for me,cancel_all
Remind me every 1 minutes to take a break,reminder
Remind me every 2 hr to meditate,reminder
JUST DELETE ALL RECURRING REMINDERS NOW,cancel_all
Show me where my remote is,search
My phone number is 00004922,save
Help me find my bag,search
Do you know where my tablet is?,search
My office WiFi PIN is 7890,save
I want to remove all of them,cancel_all
can you cancel the yoga reminder,cancel_specific
turn off the hydration reminder,cancel_specific
My watch is in the bedroom,save
Can!,unclear
After 30 hrs remind me to call dad,reminder
remove my reminder to exercise,cancel_specific
Look for my watch,search
Reminder to practice yoga,reminder
Can you i want to delete all reminders now,cancel_all
FORGET IT?,unclear
Remind me to wake up please,reminder
Is there any info on debit card?,search
QUICKLY PLEASE CLEAR ALL REMINDERS FOR ME,cancel_all
At 8pm remind me to exercise,reminder
I WANT TO STOP EVERY SINGLE REMINDER NOW,cancel_all
I don't need the gym reminder,cancel_specific
Please find my watch,search
Remind me to exercise every 60 hours,reminder
What is colleague's anniversary?,search
What is colleague's address?,search
Search for keyboard,search
house keys is in the shelf,save
Is there any info on umbrella?,search
I want to remove all alerts now,cancel_all
I borrowed the phone from Lisa,save
take medicine after 20 hrs,reminder
no?,unclear
PIN for email is 2468,save
Remind me every 5 minutes to do laundry,reminder
Where is the house keys?,search
Remind me every 10 hrs to go to gym,reminder
deactivate hydration reminder,cancel_specific
Don't let me forget to drink water,reminder
EHH,unclear
My camera is on the lot A,save
DEL.,unclear
home WiFi password is password123,save
I gave my bag to Mike,save
What's my phone password?,search
Idk!,unclear
THEN?!,unclear
PLEASE CLEAR ALL SCHEDULED REMINDERS FOR ME,cancel_all
cancel that reading reminder,cancel_specific
SKIP,unclear
delete that vitamins reminder,cancel_specific
hmmmm?,unclear
Does John owe me money?,search
aha!,unclear
please stop bills reminder,cancel_specific
I WANT TO PLEASE CANCEL ALL MY REMINDERS IMMEDIATELY,cancel_all
re.,unclear
Find where I put my glasses,search
Cancel all pending reminders please,cancel_all
cancel my email reminder,cancel_specific
Google password is letmein,save
I borrowed the credit card from friend,save
I stored my headphones in the pocket,save
Note that flight is tomorrow,save
walk around every 15 hours,reminder
Where did I place my glasses?,search
In 10 hours remind me to check email,reminder
After 5 minute remind me to pay bills,reminder
i need to turn off all pending reminders for me,cancel_all
delete stretch reminder,cancel_specific
yep,unclear
I stored my TV remote in the lot A,save
dad owes me 5000,save
Can you find my purse?,search
pass.,unclear
Remind me to exercise every 10 hrs,reminder
delete that morning reminder,cancel_specific
Is there any info on medicine?,search
PIN for YouTube is 5555,save
stop my meeting reminder,cancel_specific
Create a reminder to pay bills,reminder
Put.,unclear
Remind me to eat dinner at 1pm,reminder
Just cancel every single reminder please,cancel_all
Where is the passport?,search
Note that train is at 10am,save
Did I note where my bag is?,search
Quickly stop all my reminders now,cancel_all
but?!,unclear
attend meeting at 4pm,reminder
The documents is in the shelf,save
Locate my bike keys,search
Reminder in 5 hour to attend meeting,reminder
Remind me to exercise after 5 mins,reminder
COULD YOU DELETE ALL ALARMS FOR ME,cancel_all
Show me where my water bottle is,search
I'd like to delete the grocery reminder,cancel_specific
Perfect.,unclear
Google password is test1234,save
I have put my earphones in the nightstand,save
I want to cancel the grocery reminder,cancel_specific
delete the stretch reminder,cancel_specific
Remind me to clean room,reminder
idk.,unclear
Do you know where my keyboard is?,search
can you delete the water reminder,cancel_specific
Where did I put my debit card?,search
Find where I put my laptop,search
Wow,unclear
Remind me to call mom in 3 minute,reminder
could you turn off all alerts right now,cancel_all
I'd like to remove the hydration reminder,cancel_specific
Find where I put my sunglasses,search
Where did I store my medicine?,search
Zzz?,unclear
please delete meeting reminder,cancel_specific
I want to remove all notifications right now,cancel_all
Cancel everything now,cancel_all
can you remove the meditation reminder,cancel_specific
Every 1 min remind me to take a break,reminder
The watch is in the pocket,save
could you remove all of them,cancel_all
Can you delete all notifications please,cancel_all
Password for YouTube is test1234,save
Remind me to charge phone at 8am,reminder
clean room after 45 hour,reminder
Where did I keep my tablet?,search
stop my bills reminder,cancel_specific
ALRIGHT!,unclear
Remind me!,unclear
Remind me every 10 minutes to eat breakfast,reminder
I owe dad 5000 rupees,save
Tell me where my house keys is,search
great,unclear
Where did I place my mouse?,search
water the plants reminder every 1 hours,reminder
Did I save keyboard?,search
Show me my Spotify password,search
I WANT TO STOP ALL ALARMS,cancel_all
Wait.,unclear
The interview is on Monday,save
I'd like to remove the meditation reminder,cancel_specific
Recurring reminder every 2 min to buy groceries,reminder
can you remove the daily reminder,cancel_specific
NOT SURE,unclear
JUST PLEASE CANCEL ALL MY REMINDERS IMMEDIATELY,cancel_all
My earphones is in the car,save
i want to remove all the reminders now,cancel_all
car keys is in the counter,save
Where did I leave my watch?,search
please stop lunch reminder,cancel_specific
The power bank is in the bathroom,save
Can you clear all scheduled reminders right now,cancel_all
My cable is where?,search
Where have I put my purse?,search
Quickly delete all my reminders,cancel_all
I borrowed 2000 from Emma,save
cancel my reminder to exercise,cancel_specific
Good evening,unclear
stop the lunch reminder,cancel_specific
Remind me to water the plants after 1 min,reminder
I'd like to delete the lunch reminder,cancel_specific
Remind me to charge phone after 20 hrs,reminder
I NEED TO STOP ALL RECURRING REMINDERS RIGHT NOW,cancel_all
My brother's phone number is 78903327,save
no need for dinner reminder,cancel_specific
LIKE?!,unclear
cancel my medicine reminder,cancel_specific
After 15 min remind me to meditate,reminder
I kept my medicine in the car,save
fine!,unclear
My friend's phone number is 43219239,save
The home WiFi password is admin123,save
turn off my bills reminder,cancel_specific
delete the break reminder,cancel_specific
I WANT TO TURN OFF ALL THE REMINDERS RIGHT NOW,cancel_all
Where's the watch?,search
I FORGOT?,unclear
could you cancel all my reminders now,cancel_all
My dad's anniversary is 55553202,save
My boss's address is 00005249,save
study after 60 hour,reminder
HEY!,unclear
Remind me every 60 hrs to exercise,reminder
can you remove all alerts for me,cancel_all
stop my yoga reminder,cancel_specific
can you delete the breakfast reminder,cancel_specific
It?,unclear
i need to cancel all the reminders immediately,cancel_all
Do you have info about tablet?,search
Reminder in 45 hrs to pay bills,reminder
HOW ARE YOU,unclear
perfect.,unclear
Remind me to feed the pet after 60 hrs,reminder
I borrowed 5000 from John,save
Find my remote,search
Remind me to stand up every 20 hours,reminder
Cancel all my reminders please,cancel_all
Where is my mouse?,search
cancel meeting reminder,cancel_specific
Remind me to stand up every 5 minutes,reminder
Find where I put my TV remote,search
just clear everything,cancel_all
Can you!,unclear
Remember where my purse is?,search
Wallet?,unclear
please please stop all reminders for me,cancel_all
Remind me to stretch at 7am,reminder
I kept my phone in the pocket,save
Help me find my power bank,search
Remind me every 2 minutes to charge phone,reminder
Do you know where my bike keys is?,search
safe PIN is 5555,save
After 45 hours remind me to go to gym,reminder
Search for house keys,search
NAH,unclear
do laundry in 5 min,reminder
I want to cancel the breakfast reminder,cancel_specific
Did I note where my sunglasses is?,search
Did I save backpack?,search
Wake me at 7pm,reminder
COOL,unclear
COULD YOU TURN OFF ALL ACTIVE REMINDERS PLEASE,cancel_all
My GPay password is pass@123,save
I need to find my earphones,search
My phone is in the rack,save
The appointment is at 9am,save
What do you know about charger?,search
Remember that class is at 9am,save
CLEAR ALL NOTIFICATIONS IMMEDIATELY,cancel_all
Um.,unclear
remove that exercise reminder,cancel_specific
Every 60 hour walk around,reminder
I no longer need the email reminder,cancel_specific
Tell me where my tablet is,search
In 45 hours remind me to exercise,reminder
